Fabrication,Composition,M/C Dia,Gauge,Color,GSM,Stitch Length,Yarn Count
LS/J,"95%Cotton,5% Elastane",28,24,White,200 ,3.10/1.10 ,"26/1,20/D"
1x1 L -Rib,"95%Cotton, 5% Elastane",38,18,White,220 ,2.90/1.14 ,"26/1,30/D"
1X1 L- Rib,"95%Cotton,5% Elastane",36,18,White,250 ,2.90/1.14 ,"26/1,30/D"
1X1 L- Rib,"95%Cotton,5% Elastane",36,18,Medium,250 ,2.90/1.14 ,"26/1,30/D"
1X1 L- Rib,"95%Cotton,5% Elastane",36,18,Wash,250 ,2.90/1.14 ,"26/1,30/D"
1X1 L- Rib,"95%Cotton,5% Elastane",36,18,Wash,250 ,2.90/1.14 ,"26/1,30/D"
1X1 L- Rib,"95%Cotton,5% Elastane",36,18,Wash,250 ,2.90/1.14 ,"26/1,30/D"
1X1 L- Rib,"95%Cotton,5% Elastane",38,18,Medium,250 ,2.90/1.14 ,"26/1,30/D"
1X1 L- Rib,"95%Cotton,5% Elastane",38,18,White,250 ,2.90/1.14 ,"26/1,30/D"
1X1 L- Rib,"95%Cotton,5% Elastane",38,18,White,250 ,2.90/1.14 ,"26/1,30/D"
1X1 L- Rib,"95%Cotton,5% Elastane",38,18,Medium,250 ,2.90/1.14 ,"26/1,30/D"
1X1 L- Rib,"95%Cotton,5% Elastane",38,18,White,250 ,2.90/1.14 ,"26/1,30/D"
1X1 L- Rib,"95%Cotton,5% Elastane",38,18,Light,250 ,2.90/1.14 ,"26/1,30/D"
1X1 L- Rib,"95%Cotton,5% Elastane",38,18,Medium,250 ,2.90/1.14 ,"26/1,30/D"
1X1 L- Rib,"95%Cotton,5% Elastane",38,18,Light,250 ,2.90/1.14 ,"26/1,30/D"
1X1L-Rib,"95%Cotton,5% Elastane",34,18,Medium,250 ,2.90/1.14 ,"26/1,30/D"
1X1L-Rib,"95%Cotton,5% Elastane",34,18,Dark,250 ,2.90/1.14 ,"26/1,30/D"
1X1L-Rib,"95%Cotton,5% Elastane",38,18,Medium,250 ,2.90/1.14 ,"26/1,30/D"
1X1L-Rib,"95%Cotton,5% Elastane",36,18,Dark,250 ,2.90/1.10 ,"26/1,40/D"
1X1L-Rib,"95%Cotton,5% Elastane",36,18,Dark,250 ,2.90/1.10 ,"26/1,40/D"
1X1L-Rib,"95%Cotton,5% Elastane",36,18,Dark,250 ,2.90/1.10 ,"26/1,40/D"
1X1L-Rib,"95%Cotton,5% Elastane",36,18,Dark,250 ,2.90/1.10 ,"26/1,40/D"
1X1 L- Rib,"95%Cotton,5% Elastane",36,18,Wash,250 ,2.90/1.14 ,"26/1,40/D"
1X1L- Rib,"98% Cotton,2% Elastane",34,18,White,260 ,2.90/1.14 ,"26/1,40/D"
1x1 L- Rib,"95% Cotton, 5% Elastane",34,18,Black,280 ,2.90/1.14 ,"26/1,55/D"
1x1 L-Rib,Organic Cotton 97% Elastane 3% ,42,18,Dark,280 ,2.90/1.20 ,"26/1,55/D"
1x1 L-Rib,"97%Cotton, 3% Elastane ",36,18,Dark,280 ,2.90/1.20 ,"26/1,55/D"
1x1 L-Rib,"97%Cotton, 3% Elastane ",36,18,Dark,280 ,2.90/1.20 ,"26/1,55/D"
1x1 L-Rib,"97%Cotton, 3% Elastane ",36,18,White,280 ,2.90/1.20 ,"26/1,55/D"
1x1 L-Rib,"97%Cotton, 3% Elastane ",36,18,Dark,280 ,2.90/1.20 ,"26/1,55/D"
1x1 L-Rib,"97%Cotton, 3% Elastane ",36,18,White,280 ,2.90/1.20 ,"26/1,55/D"
1x1 L-Rib,"97%Cotton, 3% Elastane ",36,18,White,280 ,2.90/1.20 ,"26/1,55/D"
1x1 L-Rib,"97%Cotton, 3% Elastane ",36,18,Dark,280 ,2.90/1.20 ,"26/1,55/D"
1x1 L-Rib,"97%Cotton, 3% Elastane ",36,18,Dark,280 ,2.90/1.20 ,"26/1,55/D"
1x1 L-Rib,"97%Cotton, 3% Elastane ",36,18,Dark,280 ,2.90/1.20 ,"26/1,55/D"
1X1L- Rib,"57% Cotton,38%Polyester,5% Elastane ",34,18,Medium,280 ,2.90/1.20 ,"26/1,55/D"
1X1L-Rib,"95%Cotton,5% Elastane",38,18,White,280 ,2.90/1.18 ,"26/1,70/D"
1X1L-Rib,"95%Cotton,5% Elastane",38,18,White,280 ,2.90/1.18 ,"26/1,70/D"
1x1 Rib,"80%Cotton,20% Polyester ",34,18,Medium,280 ,2.95/2.75 ,"27/1,50D/36F"
1x1 Rib,"80%Cotton,20% Polyester ",34,18,Black,280 ,2.95/2.75 ,"27/1,50D/36F"
1x1 Rib,"80%Cotton,20% Polyester ",34,18,Medium,280 ,2.95/2.75 ,"27/1,50D/36F"
1x1 Rib,"80%Cotton,20% Polyester ",34,18,Black,280 ,2.95/2.75 ,"27/1,50D/36F"
1x1 Rib,"80%Cotton,20% Polyester ",34,18,White,280 ,2.95/2.75 ,"27/1,50D/36F"
1x1 Rib,"80%Cotton,20% Polyester ",34,18,White,280 ,2.95/2.75 ,"27/1,50D/36F"
1x1 Rib,"80%Cotton,20% Polyester ",34,18,Medium,280 ,2.95/2.75 ,"27/1,50D/36F"
1x1 Rib,"80%Cotton,20% Polyester ",34,18,Medium,280 ,2.95/2.75 ,"27/1,50D/36F"
1x1 Rib,"80%Cotton,20% Polyester ",34,18,White,280 ,2.95/2.75 ,"27/1,50D/36F"
1x1 Rib,"80%Cotton,20% Polyester ",34,18,Average,280 ,2.95/2.75 ,"27/1,50D/36F"
1x1 Rib,"80%Cotton,20% Polyester ",34,18,Average,280 ,2.95/2.75 ,"27/1,50D/36F"
1x1 Rib,"80%Cotton,20% Polyester ",34,18,Average,280 ,2.95/2.75 ,"27/1,50D/36F"
1x1 Rib,"80%Cotton,20% Polyester ",34,18,Medium,280 ,2.95/2.75 ,"27/1,50D/36F"
1x1 Rib,"80%Cotton,20% Polyester ",34,18,Medium,280 ,2.95/2.75 ,"27/1,50D/36F"
1x1 Rib,"80%Cotton,20% Polyester ",34,18,Light,280 ,2.95/2.75 ,"27/1,50D/36F"
1x1 Rib,"80%Cotton,20%polyester",34,18,Average,280 ,2.95/2.75 ,"27/1,50D/36F"
1X1L- Rib,"96% Cotton,4% Elastane",38,18,Medium,280 ,2.90/1.18 ,"27/1,70/D"
1x1 L- Rib,"35% Cotton,60%Polyester,5%Elastane ",34,18,Average,250 ,2.85/1.14 ,"28/1,20/D"
1X1L- Rib,"35% Cotton,60%Polyester,5%Elastane ",34,18,Average,250 ,2.85/1.14 ,"28/1,20/D"
1x1 L- Rib,"48%Cotton,48%Polyester,4% Elastane ",34,18,Average,250 ,2.90/1.14 ,"28/1,20/D"
1x1 L- Rib,"48%Cotton,48%Polyester,4% Elastane ",34,18,Average,250 ,2.90/1.14 ,"28/1,20/D"
1x1 L- Rib,"48%Cotton,48%Polyester,4% Elastane ",34,18,Average,250 ,2.90/1.14 ,"28/1,20/D"
1x1 L- Rib,"48%Cotton,48%Polyester,4% Elastane ",34,18,Black,250 ,2.90/1.14 ,"28/1,20/D"
1x1 L- Rib,"48%Cotton,48%Polyester,4% Elastane ",34,18,Average,250 ,2.90/1.14 ,"28/1,20/D"
1x1 L- Rib,"48%Cotton,48%Polyester,4% Elastane ",34,18,Average,250 ,2.90/1.14 ,"28/1,20/D"
LS/J,"95%Cotton,5% Elastane",28,24,Dark,200 ,3.00/1.20 ,"28/1,20/D"
LS/J,"95%Cotton,5% Elastane",28,24,Dark,200 ,3.00/1.20 ,"28/1,20/D"
LS/J,"95%Cotton, 5% Elastane",34,24,Dark,200 ,3.05/1.05 ,"28/1,20/D"
LS/J,"95%Cotton, 5% Elastane",34,24,Black,200 ,3.05/1.05 ,"28/1,20/D"
LS/J,"95%Cotton, 5% Elastane",34,24,Dark,200 ,3.05/1.05 ,"28/1,20/D"
LS/J,"95%Cotton, 5% Elastane",34,24,Dark,200 ,3.05/1.05 ,"28/1,20/D"
LS/J,"95%Cotton,5% Elastane",28,24,Black,210 ,3.10/1.05 ,"28/1,20/D"
LS/J,"95%Cotton,5% Elastane",28,24,Black,210 ,3.10/1.05 ,"28/1,20/D"
LS/J,"58% Cotton,29% Recycle Cotton,9%Viscose,4%Elastane ",34,24,Melange,180 ,3.10/1.10 ,"28/1,20/D"
LS/J,"58% Cotton,29% Recycle Cotton,9%Viscose,4%Elastane ",34,24,Melange,180 ,3.10/1.10 ,"28/1,20/D"
LS/J,"58% Cotton,29% Recycle Cotton,9%Viscose,4%Elastane ",34,24,Melange,180 ,3.10/1.10 ,"28/1,20/D"
LS/J,"58% Cotton,29% Recycle Cotton,9%Viscose,4%Elastane ",34,24,Melange,180 ,3.10/1.10 ,"28/1,20/D"
LS/J,"58% Cotton,29% Recycle Cotton,9%Viscose,4%Elastane ",34,24,Melange,180 ,3.10/1.10 ,"28/1,20/D"
LS/J,"58% Cotton,29% Recycle Cotton,9%Viscose,4%Elastane ",34,24,Melange,180 ,3.10/1.10 ,"28/1,20/D"
LS/J,"58% Cotton,29% Recycle Cotton,9%Viscose,4%Elastane ",34,24,Melange,180 ,3.10/1.10 ,"28/1,20/D"
LS/J,"58% Cotton,29% Recycle Cotton,9%Viscose,4%Elastane ",34,24,Melange,180 ,3.10/1.10 ,"28/1,20/D"
LS/J,"58% Cotton,29% Recycle Cotton,9%Viscose,4%Elastane ",34,24,Melange,180 ,3.10/1.10 ,"28/1,20/D"
LS/J,"58% Cotton,29% Recycle Cotton,9%Viscose,4%Elastane ",34,24,Melange,180 ,3.10/1.10 ,"28/1,20/D"
LS/J,"58% Cotton,29% Recycle Cotton,9%Viscose,4%Elastane ",34,24,Melange,180 ,3.10/1.10 ,"28/1,20/D"
LS/J,"58% Cotton,29% Recycle Cotton,9%Viscose,4%Elastane ",34,24,Melange,180 ,3.10/1.10 ,"28/1,20/D"
LS/J,"58% Cotton,29% Recycle Cotton,9%Viscose,4%Elastane ",34,24,Melange,180 ,3.10/1.10 ,"28/1,20/D"
LS/J,"58% Cotton,29% Recycle Cotton,9%Viscose,4%Elastane ",34,24,Melange,180 ,3.10/1.10 ,"28/1,20/D"
LS/J,"58% Cotton,29% Recycle Cotton,9%Viscose,4%Elastane ",34,24,Melange,180 ,3.10/1.10 ,"28/1,20/D"
LS/J,"58% Cotton,29% Recycle Cotton,9%Viscose,4%Elastane ",34,24,Melange,180 ,3.10/1.10 ,"28/1,20/D"
LS/J,"58% Cotton,29% Recycle Cotton,9%Viscose,4%Elastane ",34,24,Melange,180 ,3.10/1.10 ,"28/1,20/D"
LS/J,"58% Cotton,29% Recycle Cotton,9%Viscose,4%Elastane ",34,24,Melange,180 ,3.10/1.10 ,"28/1,20/D"
LS/J,"58% Cotton,29% Recycle Cotton,9%Viscose,4%Elastane ",34,24,Melange,180 ,3.10/1.10 ,"28/1,20/D"
LS/J,"58% Cotton,29% Recycle Cotton,9%Viscose,4%Elastane ",34,24,Melange,180 ,3.10/1.10 ,"28/1,20/D"
LS/J,"58% Cotton,29% Recycle Cotton,9%Viscose,4%Elastane ",34,24,Melange,180 ,3.10/1.10 ,"28/1,20/D"
LS/J,"58% Cotton,29% Recycle Cotton,9%Viscose,4%Elastane ",34,24,Melange,180 ,3.10/1.10 ,"28/1,20/D"
LS/J,"58% Cotton,29% Recycle Cotton,9%Viscose,4%Elastane ",34,24,Melange,180 ,3.10/1.10 ,"28/1,20/D"
LS/J,"58% Cotton,29% Recycle Cotton,9%Viscose,4%Elastane ",34,24,Melange,180 ,3.10/1.10 ,"28/1,20/D"
LS/J,"58% Cotton,29% Recycle Cotton,9%Viscose,4%Elastane ",34,24,Melange,180 ,3.10/1.10 ,"28/1,20/D"
LS/J,"58% Cotton,29% Recycle Cotton,9%Viscose,4%Elastane ",34,24,Melange,180 ,3.10/1.10 ,"28/1,20/D"
LS/J,"58% Cotton,29% Recycle Cotton,9%Viscose,4%Elastane ",34,24,Melange,180 ,3.10/1.10 ,"28/1,20/D"
LS/J,"58% Cotton,29% Recycle Cotton,9%Viscose,4%Elastane ",34,24,Melange,180 ,3.10/1.10 ,"28/1,20/D"
LS/J,"95%Cotton,5% Elastane",28,24,White,200 ,3.10/1.10 ,"28/1,20/D"
LS/J,"95%Cotton,5% Elastane",28,24,Medium,200 ,3.10/1.10 ,"28/1,20/D"
LS/J,"95%Cotton,5% Elastane",28,24,Black,200 ,3.10/1.10 ,"28/1,20/D"
LS/J,"95%Cotton,5% Elastane",28,24,White,200 ,3.10/1.10 ,"28/1,20/D"
LS/J,"95%Cotton,5% Elastane",28,24,Medium,200 ,3.10/1.10 ,"28/1,20/D"
LS/J,"58% Cotton,29% Recycle Cotton,9%Viscose,4%Elastane ",34,24,Melange,180 ,3.20/1.10 ,"28/1,20/D"
LS/J,"58% Cotton,29% Recycle Cotton,9%Viscose,4%Elastane ",34,24,Melange,180 ,3.20/1.10 ,"28/1,20/D"
LS/J,"65%Cotton,30% Recycle cotton ,5% Elastane",34,24,Medium,180 ,3.20/1.10 ,"28/1,20/D"
LS/J,"65%Cotton,30% Recycle cotton ,5% Elastane",34,24,Medium,180 ,3.20/1.10 ,"28/1,20/D"
LS/J,"65%Cotton,30% Recycle cotton ,5% Elastane",34,24,Medium,180 ,3.20/1.10 ,"28/1,20/D"
LS/J,"65%Cotton,30% Recycle cotton ,5% Elastane",34,24,Medium,180 ,3.20/1.10 ,"28/1,20/D"
LS/J,"65%Cotton,30% Recycle cotton ,5% Elastane",34,24,Medium,180 ,3.20/1.10 ,"28/1,20/D"
LS/J,"58% Cotton,29% Recycle Cotton,9%Viscose,4%Elastane ",28,24,Melange,180 ,3.20/1.20 ,"28/1,20/D"
LS/J,"58% Cotton,29% Recycle Cotton,9%Viscose,4%Elastane ",28,24,Melange,180 ,3.20/1.20 ,"28/1,20/D"
LS/J,"58% Cotton,29% Recycle Cotton,9%Viscose,4%Elastane ",28,24,Melange,180 ,3.20/1.20 ,"28/1,20/D"
LS/J,"65%Cotton,30% Recycle cotton ,5% Elastane",28,24,Medium,180 ,3.20/1.20 ,"28/1,20/D"
LS/J,"65%Cotton,30% Recycle cotton ,5% Elastane",28,24,Medium,180 ,3.20/1.20 ,"28/1,20/D"
1x1 L -Rib,"60% Cotton ,40% Polyester ,5% Elastane",36,18,Melange,240 ,2.85/1.14 ,"28/1,30/D"
1x1 L -Rib,"60% Cotton ,40% Polyester ,5% Elastane",36,18,Melange,240 ,2.85/1.14 ,"28/1,30/D"
1x1 L -Rib,"60% Cotton ,40% Polyester ,5% Elastane",36,18,Melange,240 ,2.85/1.14 ,"28/1,30/D"
1X1 L- Rib,"95%Cotton,5% Elastane",36,18,White,240 ,2.85/1.14 ,"28/1,30/D"
1X1 L- Rib,"95%Cotton,5% Elastane",36,18,White,240 ,2.85/1.14 ,"28/1,30/D"
1X1 L- Rib,"95%Cotton,5% Elastane",36,18,Average,240 ,2.85/1.14 ,"28/1,30/D"
1X1 L- Rib,"95%Cotton,5% Elastane",36,18,Average,240 ,2.85/1.14 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane",28,24,Medium,210 ,3.10/1.05 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane",28,24,White,210 ,3.10/1.05 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane",28,24,Black,210 ,3.10/1.05 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane",28,24,Medium,210 ,3.10/1.05 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane",28,24,Medium,210 ,3.10/1.05 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane",28,24,White,210 ,3.10/1.05 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane",36,24,Black,210 ,3.10/1.05 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane",36,24,Black,210 ,3.10/1.05 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane",36,24,Black,210 ,3.10/1.05 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane",36,24,Black,210 ,3.10/1.05 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane",28,24,Black,220 ,3.10/1.10 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane",28,24,Black,220 ,3.10/1.10 ,"28/1,30/D"
LS/J,"41% Cotton,51%Modal,8% Elastane ",36,24,Melange,220 ,3.10/1.20 ,"28/1,30/D"
LS/J,"41% Cotton,51%Modal,8% Elastane ",36,24,Average,220 ,3.10/1.20 ,"28/1,30/D"
LS/J,"41% Cotton,51%Modal,8% Elastane ",36,24,Average,220 ,3.10/1.20 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane",34,24,Light,200 ,3.15/1.00 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane",34,24,Light,200 ,3.15/1.00 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane",34,24,Light,200 ,3.15/1.00 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane",34,24,Light,200 ,3.15/1.00 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane",34,24,Light,200 ,3.15/1.00 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane",34,24,Light,200 ,3.15/1.00 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane",34,24,Light,200 ,3.15/1.00 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane",34,24,Light,200 ,3.15/1.00 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane",34,24,Light,200 ,3.15/1.00 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane",34,24,Light,200 ,3.15/1.00 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane",34,24,Light,200 ,3.15/1.00 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane",34,24,Light,200 ,3.15/1.00 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane",34,24,Light,200 ,3.15/1.00 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane",34,24,Light,200 ,3.15/1.00 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane",34,24,Light,200 ,3.15/1.00 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane",34,24,Light,200 ,3.15/1.00 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane",34,24,Light,200 ,3.15/1.00 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane",34,24,Light,200 ,3.15/1.00 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane",34,24,Light,200 ,3.15/1.00 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane",34,24,Light,200 ,3.15/1.00 ,"28/1,30/D"
LS/J,"95%Cotton,5%Elastane ",32,24,Average,210 ,3.20/1.05 ,"28/1,30/D"
LS/J,"95%Cotton,5%Elastane ",32,24,Average,210 ,3.20/1.05 ,"28/1,30/D"
LS/J,"95%Cotton,5%Elastane ",32,24,Average,210 ,3.20/1.05 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane ",32,24,Average,210 ,3.20/1.05 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane ",32,24,Average,210 ,3.20/1.05 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane ",32,24,Average,210 ,3.20/1.05 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane ",32,24,Average,210 ,3.20/1.05 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane ",32,24,White,210 ,3.20/1.05 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane ",32,24,White,210 ,3.20/1.05 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane ",30,24,Black,210 ,3.20/1.05 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane ",30,24,Black,210 ,3.20/1.05 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane ",30,24,Black,210 ,3.20/1.05 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane ",30,24,Dark,210 ,3.20/1.05 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane ",30,24,Dark,210 ,3.20/1.05 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane ",30,24,Dark,210 ,3.20/1.05 ,"28/1,30/D"
LS/J,"95%Cotton,5% Elastane ",30,24,Dark,210 ,3.20/1.05 ,"28/1,30/D"
2X2L- Rib,"93% Cotton, 5% Viscose ,2% Elastane ",42,14,Melange,400 ,3.60/1.50 ,"28/1,30/D"
L-Pique,"48% Polyester,48% Modal,4%Elastane",26,24,Black,220 ,2.70/1.15 ,"28/1,40/D"
L-Pique,"48% Polyester,48% Modal,4%Elastane",26,24,Black,220 ,2.70/1.15 ,"28/1,40/D"
L-Pique,"48% Polyester,48% Modal,4%Elastane",26,24,Black,220 ,2.70/1.15 ,"28/1,40/D"
1X1L- Rib,"98% Cotton,2% Elastane",34,18,Light,250 ,2.85/1.14 ,"28/1,40/D"
L-Pique,"96% Cotton, 1% Viscose, 3% Elastane",26,24,Melange,220 ,2.85/1.15 ,"28/1,40/D"
1X1 L- Rib,"95%Cotton,5% Elastane",38,18,Medium,250 ,2.90/1.14 ,"28/1,40/D"
1x1 L- Rib,"48%Cotton,48%Polyester,4% Elastane ",36,18,Medium,250 ,2.90/1.14 ,"28/1,40/D"
1x1 L- Rib,"48%Cotton,48%Polyester,4% Elastane ",36,18,Black,250 ,2.90/1.14 ,"28/1,40/D"
1x1 L- Rib,"48%Cotton,48%Polyester,4% Elastane ",36,18,Medium,250 ,2.90/1.14 ,"28/1,40/D"
1x1 L- Rib,"48%Cotton,48%Polyester,4% Elastane ",36,18,Black,250 ,2.90/1.14 ,"28/1,40/D"
1x1 L- Rib,"48%Cotton,48%Polyester,4% Elastane ",36,18,Medium,250 ,2.90/1.14 ,"28/1,40/D"
1x1 L- Rib,"48%Cotton,48%Polyester,4% Elastane ",36,18,Medium,250 ,2.90/1.14 ,"28/1,40/D"
1x1 L- Rib,"48%Cotton,48%Polyester,4% Elastane ",36,18,Black,250 ,2.90/1.14 ,"28/1,40/D"
1x1 L- Rib,"48%Cotton,48%Polyester,4% Elastane ",36,18,Light,250 ,2.90/1.14 ,"28/1,40/D"
1x1 L- Rib,"48%Cotton,48%Polyester,4% Elastane ",36,18,Black,250 ,2.90/1.14 ,"28/1,40/D"
1x1 L- Rib,"48%Cotton,48%Polyester,4% Elastane ",36,18,Black,250 ,2.90/1.14 ,"28/1,40/D"
1x1 L- Rib,"48%Cotton,48%Polyester,4% Elastane ",36,18,Light,250 ,2.90/1.14 ,"28/1,40/D"
1x1 L- Rib,"48%Cotton,48%Polyester,4% Elastane ",36,18,Medium,250 ,2.90/1.14 ,"28/1,40/D"
1x1 L- Rib,"48%Cotton,48%Polyester,4% Elastane ",36,18,Medium,250 ,2.90/1.14 ,"28/1,40/D"
1x1 L- Rib,"48%Cotton,48%Polyester,4% Elastane ",36,18,Black,250 ,2.90/1.14 ,"28/1,40/D"
1x1 L- Rib,"48%Cotton,48%Polyester,4% Elastane ",36,18,Medium,250 ,2.90/1.14 ,"28/1,40/D"
1x1 L- Rib,"48%Cotton,48%Polyester,4% Elastane ",36,18,Black,250 ,2.90/1.14 ,"28/1,40/D"
1x1 L- Rib,"48%Cotton,48%Polyester,4% Elastane ",36,18,Medium,250 ,2.90/1.14 ,"28/1,40/D"
1x1 L- Rib,"48%Cotton,48%Polyester,4% Elastane ",36,18,Black,250 ,2.90/1.14 ,"28/1,40/D"
1X1L-Rib,"95%Cotton,5% Elastane",34,18,Medium,250 ,2.90/1.14 ,"28/1,40/D"
LS/J,"93% Cotton ,7% Elastane",28,24,Light,230 ,3.15/1.15 ,"28/1,40/D"
1x1 Rib,"80%Cotton,20% Polyester ",34,18,Melange,280 ,2.95/2.75 ,"28/1,50D/36F"
1x1 Rib,"80%Cotton,20% Polyester ",34,18,Melange,280 ,2.95/2.75 ,"28/1,50D/36F"
1X1 L- Rib,"95%Cotton,5% Elastane",42,14,Dark,450 ,3.60/1.30 ,"28/1,55/D"
1X1 L- Rib,"95%Cotton,5% Elastane",42,14,Dark,450 ,3.60/1.30 ,"28/1,55/D"
1X1 L- Rib,"95%Cotton,5% Elastane",42,14,Dark,450 ,3.60/1.30 ,"28/1,55/D"
1X1 L- Rib,"95%Cotton,5% Elastane",42,14,Melange,400 ,3.65/1.30 ,"28/1,55/D"
1X1 L- Rib,"95%Cotton,5% Elastane",42,14,Melange,400 ,3.65/1.30 ,"28/1,55/D"
1x1 L- Rib,"58%Cotton,38%Polyester,4% Elastane  ",36,18,Average,280 ,2.80/1.15 ,"28/1,70/D"
1x1 L- Rib,"58%Cotton,38%Polyester,4% Elastane  ",36,18,Average,280 ,2.80/1.15 ,"28/1,70/D"
1x1 L- Rib,"58%Cotton,38%Polyester,4% Elastane  ",36,18,Average,280 ,2.80/1.15 ,"28/1,70/D"
1x1 L- Rib,"58%Cotton,38%Polyester,4% Elastane  ",36,18,Medium,280 ,2.80/1.15 ,"28/1,70/D"
1x1 L- Rib,"58%Cotton,38%Polyester,4% Elastane  ",36,18,Average,280 ,2.80/1.15 ,"28/1,70/D"
1x1 L- Rib,"58%Cotton,38%Polyester,4% Elastane  ",38,18,White,280 ,2.90/1.18 ,"28/1,70/D"
1x1 L- Rib,"58%Cotton,38%Polyester,4% Elastane  ",38,18,White,280 ,2.90/1.18 ,"28/1,70/D"
1x1 L- Rib,"33%Cotton,63%Polyester,4% Elastane ",36,18,Average,290 ,2.90/1.18 ,"28/1,70/D"
1x1 L- Rib,"33%Cotton,63%Polyester,4% Elastane ",36,18,Average,290 ,2.90/1.18 ,"28/1,70/D"
1x1 L- Rib,"33%Cotton,63%Polyester,4% Elastane ",36,18,Average,290 ,2.90/1.18 ,"28/1,70/D"
1x1 L- Rib,"33%Cotton,63%Polyester,4% Elastane ",36,18,Average,290 ,2.90/1.18 ,"28/1,70/D"
1x1 L- Rib,"33%Cotton,63%Polyester,4% Elastane ",36,18,Average,290 ,2.90/1.18 ,"28/1,70/D"
1x1 L- Rib,"33%Cotton,63%Polyester,4% Elastane ",36,18,Melange,290 ,2.90/1.18 ,"28/1,70/D"
1x1 L- Rib,"33%Cotton,63%Polyester,4% Elastane ",38,18,Medium,290 ,2.90/1.18 ,"28/1,70/D"
1x1 L- Rib,"33%Cotton,63%Polyester,4% Elastane ",36,18,Melange,290 ,2.90/1.18 ,"28/1,70/D"
1x1 L- Rib,"33%Cotton,63%Polyester,4% Elastane ",36,18,Average,290 ,2.90/1.18 ,"28/1,70/D"
1x1 L- Rib,"33%Cotton,63%Polyester,4% Elastane ",36,18,Melange,290 ,2.90/1.18 ,"28/1,70/D"
1x1 L- Rib,"33%Cotton,63%Polyester,4% Elastane ",36,18,Average,290 ,2.90/1.18 ,"28/1,70/D"
1x1 L- Rib,"33%Cotton,63%Polyester,4% Elastane ",36,18,Average,290 ,2.90/1.18 ,"28/1,70/D"
1x1 L- Rib,"33%Cotton,63%Polyester,4% Elastane ",36,18,Dark,290 ,2.90/1.18 ,"28/1,70/D"
2X2L- Rib,"41% Cotton,51%Modal,8% Elastane ",42,18,Average,350 ,2.90/1.45 ,"28/1,70/D"
2X2L- Rib,"41% Cotton,51%Modal,8% Elastane ",42,18,Average,350 ,2.90/1.45 ,"28/1,70/D"
1X1L- Rib,"56%Cotton,29% Recycle Cotton,9%,Viscose,6% Elastane ",40,9,Melange,450 ,3.60/.1.86 ,"28/1,70/D"
1X1L- Rib,"56%Cotton,29% Recycle Cotton,9%,Viscose,6% Elastane ",40,9,Melange,450 ,3.60/.1.86 ,"28/1,70/D"
1X1L- Rib,"56%Cotton,29% Recycle Cotton,9%,Viscose,6% Elastane ",40,9,Melange,450 ,3.60/.1.86 ,"28/1,70/D"
