Fabrication,Composition,M/C Dia,Gauge,Color,GSM,Stitch Length,Yarn Count
1X1 Rib,100%Cotton,42,18,Light,225 ,2.62 ,28/1
1X1 Rib,100%Cotton,42,18,Light,225 ,2.62 ,28/1
Pique,100%Cotton,26,24,White,200 ,2.62 ,28/1
Pique,100%Cotton ,26,24,White,200 ,2.62 ,28/1
Pique,100%Cotton ,26,24,White,200 ,2.62 ,28/1
Pique,100%Cotton ,26,24,White,200 ,2.62 ,28/1
Pique,100%Cotton ,26,24,White,200 ,2.62 ,28/1
Pique,100%Cotton ,26,24,White,200 ,2.62 ,28/1
Pique,100%Cotton ,26,24,White,200 ,2.62 ,28/1
Pique,100%Cotton ,26,24,White,200 ,2.62 ,28/1
Pique,100%Cotton ,26,24,White,200 ,2.62 ,28/1
Pique,100%Cotton ,26,24,White,200 ,2.62 ,28/1
Pique,100%Cotton ,26,24,White,200 ,2.62 ,28/1
1X1 Rib,100%Cotton,40,18,Light,225 ,2.64 ,28/1
1X1 Rib,100%Cotton,40,18,Light,225 ,2.64 ,28/1
1X1 Rib,100%Cotton,40,18,Light,225 ,2.64 ,28/1
1X1 Rib,100%Cotton,40,18,Light,225 ,2.64 ,28/1
1X1 Rib,100%Cotton,40,18,Light,225 ,2.64 ,28/1
1X1 Rib,100%Cotton,40,18,Light,225 ,2.64 ,28/1
1X1 Rib,100%Cotton,40,18,Light,225 ,2.64 ,28/1
1X1 Rib,100%Cotton,40,18,Light,225 ,2.64 ,28/1
1X1 Rib,100%Cotton,40,18,Light,225 ,2.64 ,28/1
1X1 Rib,100%Cotton,40,18,Light,225 ,2.64 ,28/1
1X1 Rib,100%Cotton,40,18,Light,225 ,2.64 ,28/1
1X1 Rib,100%Cotton,40,18,Light,225 ,2.64 ,28/1
1X1 Rib,100%Cotton,40,18,Light,225 ,2.64 ,28/1
1X1 Rib,100%Cotton,40,18,Light,225 ,2.64 ,28/1
1X1 Rib,100%Cotton,38,18,Medium,225 ,2.64 ,28/1
Pique,100%Cotton,26,24,Black,230 ,2.65 ,28/1
1X1 Rib,100%Cotton,34,18,Medium,225 ,2.66 ,28/1
Pique,100%Cotton ,26,24,Average,200 ,2.68 ,28/1
Pique,100%Cotton ,26,24,Light,200 ,2.68 ,28/1
Pique,100%Cotton ,26,24,Average,200 ,2.68 ,28/1
Pique,100%Cotton ,26,24,Average,200 ,2.68 ,28/1
Pique,100%Cotton ,26,24,Light,200 ,2.68 ,28/1
Pique,100%Cotton ,26,24,Light,200 ,2.68 ,28/1
Pique,100%Cotton ,26,24,Light,200 ,2.68 ,28/1
Pique,100%Cotton ,26,24,Light,200 ,2.68 ,28/1
Pique,100%Cotton ,26,24,Light,200 ,2.68 ,28/1
Pique,100%Cotton ,26,24,Light,200 ,2.68 ,28/1
Pique,100%Cotton ,26,24,Average,200 ,2.68 ,28/1
Pique,100%Cotton ,26,24,Average,200 ,2.68 ,28/1
1X1 Rib,100%Cotton,38,18,Black,225 ,2.70 ,28/1
Pique,100%Cotton ,26,24,Average,200 ,2.70 ,28/1
Pique,100%Cotton ,26,24,Average,200 ,2.70 ,28/1
Pique,100%Cotton ,26,24,Average,200 ,2.70 ,28/1
Pique,100%Cotton ,26,24,Average,200 ,2.70 ,28/1
Pique,100%Cotton ,26,24,Average,200 ,2.70 ,28/1
Pique,100%Cotton ,26,24,Average,200 ,2.70 ,28/1
Pique,100%Cotton ,26,24,Average,200 ,2.70 ,28/1
Pique,100%Cotton ,26,24,Average,200 ,2.70 ,28/1
Pique,100%Cotton ,26,24,Average,200 ,2.70 ,28/1
Pique,100%Cotton ,26,24,Average,200 ,2.70 ,28/1
Pique,100%Cotton ,26,24,Average,200 ,2.70 ,28/1
Pique,100%Cotton ,26,24,Average,200 ,2.70 ,28/1
Pique,100%Cotton ,26,24,Average,200 ,2.70 ,28/1
Pique,100%Cotton ,26,24,Average,200 ,2.70 ,28/1
Pique,100%Cotton ,26,24,Average,200 ,2.70 ,28/1
S/J,100%Cotton,36,24,White,160 ,2.70 ,28/1
S/J,100%Cotton,36,24,White,160 ,2.70 ,28/1
S/J,100%Cotton,34,24,White,160 ,2.70 ,28/1
Pique,100%Cotton ,26,24,Dark,200 ,2.72 ,28/1
Pique,100%Cotton ,26,24,Dark,200 ,2.72 ,28/1
Pique,100%Cotton ,26,24,Dark,200 ,2.72 ,28/1
S/J,100%Cotton,38,24,Average,155 ,2.72 ,28/1
S/J,100%Cotton,38,24,Average,155 ,2.72 ,28/1
S/J,100%Cotton,38,24,Average,155 ,2.72 ,28/1
S/J,100%Cotton,38,24,Average,155 ,2.74 ,28/1
S/J,100%Cotton,38,24,Average,155 ,2.74 ,28/1
S/J,100%Cotton,38,24,Average,155 ,2.74 ,28/1
S/J,100%Cotton,38,24,Average,155 ,2.74 ,28/1
S/J,100%Cotton,38,24,Average,155 ,2.74 ,28/1
S/J,100%Cotton,38,24,Average,155 ,2.74 ,28/1
S/J,"60%Cotton,40%Polyester ",36,24,White,160 ,2.75 ,28/1
S/J,"60%Cotton,40%Polyester ",34,24,Light,160 ,2.75 ,28/1
S/J,"60%Cotton,40%Polyester ",36,24,Dark,160 ,2.75 ,28/1
S/J,100%Cotton,36,24,Light,160 ,2.75 ,28/1
S/J,100%Cotton,34,24,Light,160 ,2.75 ,28/1
S/J,100%Cotton,28,24,White,160 ,2.75 ,28/1
S/J,100%Cotton,38,24,Average,155 ,2.76 ,28/1
S/J,100%Cotton,38,24,Average,155 ,2.76 ,28/1
S/J,100%Cotton,38,24,Average,155 ,2.76 ,28/1
S/J,100%Cotton,38,24,Average,155 ,2.76 ,28/1
S/J,100%Cotton,38,24,Average,155 ,2.76 ,28/1
S/J,100%Cotton,38,24,Average,155 ,2.76 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.76 ,28/1
S/J,100%Cotton,38,24,Average,155 ,2.76 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.76 ,28/1
S/J,100%Cotton,34,24,Dark,160 ,2.76 ,28/1
S/J,100%Cotton,38,24,Average,155 ,2.78 ,28/1
S/J,100%Cotton,38,24,Average,155 ,2.78 ,28/1
S/J,100%Cotton,38,24,Average,155 ,2.78 ,28/1
S/J,100%Cotton,38,24,Average,155 ,2.78 ,28/1
S/J,100%Cotton,38,24,Average,155 ,2.78 ,28/1
S/J,100%Cotton,38,24,Average,155 ,2.78 ,28/1
S/J,100%Cotton,38,24,Average,155 ,2.78 ,28/1
S/J,100% Cotton ,30,24,Medium,160 ,2.80 ,28/1
S/J,100% Cotton ,30,24,Medium,160 ,2.80 ,28/1
S/J,"50% Cotton,50%Modal",30,24,Wash,160 ,2.80 ,28/1
S/J,"50% Cotton,50%Modal",28,24,Wash,150 ,2.80 ,28/1
S/J,"50% Cotton,50%Modal",34,24,Light,160 ,2.80 ,28/1
S/J,"50% Cotton,50%Modal",28,24,Wash,160 ,2.80 ,28/1
S/J,"50% Cotton,50%Modal",28,24,Medium,160 ,2.80 ,28/1
S/J,"60%Cotton,40%Polyester ",36,24,Medium,160 ,2.80 ,28/1
S/J,"60%Cotton,40%Polyester ",36,24,Medium,160 ,2.80 ,28/1
S/J,"60%Cotton,40%Polyester ",30,24,White,160 ,2.80 ,28/1
S/J,"60%Cotton,40%Polyester ",30,24,White,160 ,2.80 ,28/1
S/J,"60%Cotton,40%Polyester ",36,24,Medium,160 ,2.80 ,28/1
S/J,"60%Cotton,40%Polyester ",36,24,Melange,160 ,2.80 ,28/1
S/J,"60%Cotton,40%Polyester ",36,24,Melange,160 ,2.80 ,28/1
S/J,"60%Cotton,40%Polyester ",34,24,Melange,160 ,2.80 ,28/1
S/J,"35%Cotton,65%Polyester",28,24,Medium,160 ,2.80 ,28/1
S/J,"70% Cotton ,30% Recycle Cotton",28,24,Average,160 ,2.80 ,28/1
S/J,"75% Cotton ,25%Recyle Cotton",28,24,Medium,160 ,2.80 ,28/1
S/J,100%Cotton,38,24,Dark,155 ,2.80 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.80 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.80 ,28/1
S/J,100%Cotton,38,24,Dark,155 ,2.80 ,28/1
S/J,100%Cotton,30,24,Wash,155 ,2.80 ,28/1
S/J,100%Cotton,30,24,Wash,155 ,2.80 ,28/1
S/J,100%Cotton,26,24,Wash,155 ,2.80 ,28/1
S/J,100%Cotton,30,24,Wash,155 ,2.80 ,28/1
S/J,100%Cotton,36,24,Dark,160 ,2.80 ,28/1
S/J,100%Cotton,28,24,Medium,160 ,2.80 ,28/1
S/J,100%Cotton,30,24,White,155 ,2.80 ,28/1
S/J,100%Cotton,28,24,Wash,155 ,2.80 ,28/1
S/J,100%Cotton,28,24,Wash,155 ,2.80 ,28/1
S/J,100%Cotton,28,24,Wash,155 ,2.80 ,28/1
S/J,100%Cotton,28,24,Light,155 ,2.80 ,28/1
S/J,100%Cotton,28,24,Wash,155 ,2.80 ,28/1
S/J,100%Cotton,28,24,Light,155 ,2.80 ,28/1
S/J,100%Cotton,28,24,Melange,160 ,2.80 ,28/1
S/J,100%Cotton,28,24,Medium,160 ,2.80 ,28/1
S/J,100%Cotton,28,24,White,155 ,2.80 ,28/1
S/J,100%Cotton,28,24,Light,165 ,2.80 ,28/1
S/J,100%Cotton,28,24,White,155 ,2.80 ,28/1
S/J,100%Cotton,28,24,White,155 ,2.80 ,28/1
S/J,100%Cotton,28,24,White,155 ,2.80 ,28/1
S/J,100%Cotton,26,24,Melange,160 ,2.80 ,28/1
S/J,100%Cotton,26,24,Melange,160 ,2.80 ,28/1
S/J,100%Cotton,26,24,Melange,160 ,2.80 ,28/1
S/J,100%Cotton,28,24,Dark,160 ,2.80 ,28/1
S/J,100%Cotton,28,24,Dark,160 ,2.80 ,28/1
S/J,100%Cotton,26,24,White,155 ,2.80 ,28/1
S/J,100%Cotton,28,24,White,155 ,2.80 ,28/1
S/J,100%Cotton,28,24,Melange,155 ,2.80 ,28/1
S/J,100%Cotton,30,24,Wash,155 ,2.80 ,28/1
S/J,100%Cotton,30,24,Wash,155 ,2.80 ,28/1
S/J,100%Cotton,30,24,Wash,155 ,2.80 ,28/1
S/J,100%Cotton,30,24,Wash,155 ,2.80 ,28/1
S/J,100%Cotton,30,24,Wash,155 ,2.80 ,28/1
S/J,100%Cotton,30,24,Wash,155 ,2.80 ,28/1
S/J,100%Cotton,28,24,Light,155 ,2.80 ,28/1
S/J,100%Cotton,30,24,Wash,155 ,2.80 ,28/1
S/J,100%Cotton,30,24,White,155 ,2.80 ,28/1
S/J,100%Cotton,28,24,Light,155 ,2.80 ,28/1
S/J,100%Cotton,30,24,Wash,155 ,2.80 ,28/1
S/J,100%Cotton,30,24,Wash,155 ,2.80 ,28/1
S/J,100%Cotton,30,24,Wash,155 ,2.80 ,28/1
S/J,100%Cotton,30,24,Wash,155 ,2.80 ,28/1
S/J,100%Cotton,30,24,Wash,155 ,2.80 ,28/1
S/J,100%Cotton,30,24,Wash,155 ,2.80 ,28/1
S/J,100%Cotton,30,24,Wash,155 ,2.80 ,28/1
S/J,100%Cotton,30,24,Wash,155 ,2.80 ,28/1
S/J,100%Cotton,30,24,Wash,155 ,2.80 ,28/1
S/J,100%Cotton,30,24,Wash,155 ,2.80 ,28/1
S/J,100%Cotton,30,24,Wash,155 ,2.80 ,28/1
S/J,100%Cotton,30,24,Wash,155 ,2.80 ,28/1
S/J,100%Cotton,30,24,Wash,155 ,2.80 ,28/1
S/J,100%Cotton,30,24,Wash,155 ,2.80 ,28/1
S/J,100% Cotton ,28,24,White,160 ,2.80 ,28/1
S/J,100%Cotton,30,24,Wash,155 ,"2.80,2.85 ",28/1
S/J,50% Cotton-50% Polyester ,28,24,Light,160 ,2.82 ,28/1
S/J,50% Cotton-50% Polyester ,28,24,Light,160 ,2.82 ,28/1
S/J,"35%Cotton,65%Polyester ",34,24,Light,160 ,2.82 ,28/1
S/J,"35%Cotton,65%Polyester ",34,24,Light,160 ,2.82 ,28/1
S/J,"35%Cotton,65%Polyester ",34,24,Light,160 ,2.82 ,28/1
S/J,"35%Cotton,65%Polyester ",34,24,Light,160 ,2.82 ,28/1
S/J,"35%Cotton,65%Polyester ",34,24,Light,160 ,2.82 ,28/1
S/J,"35%Cotton,65%Polyester ",34,24,Light,160 ,2.82 ,28/1
S/J,"35%Cotton,65%Polyester ",34,24,Light,160 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Average,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Average,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,White,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,White,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,White,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,White,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,White,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,White,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,White,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,White,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,White,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,White,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,White,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,36,24,White,150 ,2.82 ,28/1
S/J,100%Cotton,38,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,36,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,36,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,36,24,Light,155 ,2.82 ,28/1
S/J,100%Cotton,32,24,White,155 ,2.82 ,28/1
S/J,100%Cotton,32,24,White,155 ,2.82 ,28/1
S/J,100%Cotton,32,24,White,155 ,2.82 ,28/1
S/J,100%Cotton,32,24,White,155 ,2.82 ,28/1
S/J,100%Cotton,36,24,Average,160 ,2.82 ,28/1
S/J,100%Cotton,34,24,Average,160 ,2.82 ,28/1
S/J,100%Cotton,28,24,Medium,160 ,2.82 ,28/1
S/J,50% Cotton-50% Polyester ,36,24,Average,160 ,2.84 ,28/1
S/J,50% Cotton-50% Polyester ,36,24,Average,160 ,2.84 ,28/1
S/J,50% Cotton-50% Polyester ,32,24,Average,160 ,2.84 ,28/1
S/J,50% Cotton-50% Polyester ,32,24,Average,160 ,2.84 ,28/1
S/J,"35%Cotton,65%Polyester",28,24,Light,160 ,2.84 ,28/1
S/J,"35%Cotton,65%Polyester",28,24,Light,160 ,2.84 ,28/1
S/J,100% Viscose,30,24,Melange,155 ,2.85 ,28/1
S/J,50% Cotton-50% Polyester ,28,24,Medium,160 ,2.85 ,28/1
S/J,50% Cotton-50% Polyester ,28,24,Medium,160 ,2.85 ,28/1
S/J,50% Cotton-50% Polyester ,28,24,Medium,160 ,2.85 ,28/1
S/J,50% Cotton-50% Polyester ,28,24,Medium,160 ,2.85 ,28/1
S/J,50% Cotton-50% Polyester ,28,24,Medium,160 ,2.85 ,28/1
S/J,50% Cotton-50% Polyester ,28,24,Medium,160 ,2.85 ,28/1
S/J,50% Cotton-50% Polyester ,28,24,Medium,160 ,2.85 ,28/1
S/J,50% Cotton-50% Polyester ,28,24,Medium,160 ,2.85 ,28/1
S/J,50% Cotton-50% Polyester ,28,24,Medium,160 ,2.85 ,28/1
S/J,50% Cotton-50% Polyester ,28,24,Medium,160 ,2.85 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.85 ,28/1
S/J,100%Cotton,36,24,Light,155 ,2.85 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.85 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.85 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.85 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.85 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.85 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.85 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.85 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.85 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.85 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.85 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.85 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.85 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.85 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.85 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.85 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.85 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.85 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.85 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.85 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.85 ,28/1
S/J,100%Cotton,36,24,Melange,160 ,2.85 ,28/1
